First Allele, Second Allele
B73_NC230-129-1-1-1-1,LH185
MOG_OH43_0071,LH185
MOG_OH43_0367,LH185
Z013E0059,LH198
Z013E0073,LH198
Z013E0007,LH198
Z013E0090,LH198
Z013E0063,LH198
M0014,LH198
Z013E0039,LH198
Z013E0072,LH198
Z013E0092,LH198
Z013E0055,LH198
Z013E0028,LH198
Z013E0006,LH198
Z013E0079,LH198
Z013E0045,LH198
Z013E0082,LH198
Z013E0022,LH198
Z013E0034,LH198
Z013E0061,LH198
Z013E0080,LH198
Z013E0087,LH198
Z013E0088,LH198
Z013E0046,LH198
Z013E0019,LH198
M0266,LH198
M0008,LH198
Z013E0093,LH198
Z013E0078,LH198
Z013E0067,LH198
Z013E0035,LH198
Z013E0026,LH198
CG119,CG108
CGR03,LH82
CG108,LH82
B14A,MO17
B73,MO17
CG118,CGR01
F42,OH43
WF9,OH43
CG44,LH162
PHG39,PHG35
B37,H95
CG102,LH82
B37,MO17
LH198,CGR01
B37,OH43
WF9,C103
CG119,CG44
LH82,CG60
B37,C103
B73,TX205
B73,PHN82
CG44,CGR01
CG108,CGR01
B14A,H95
LH82,LH198
B14A,OH43
CG60,CG110
CG44,CG110
B73,PHM49
WF9,MO17
CG60,CG111
F42,MO17
PHW52,PHM49
LH195,REDEAR-B
CG118,CG44
CG108,CGR03
CG108,CG110
LH74,PHN82
CG44,CGR03
LH162,CG60
LH132,LH51
CG65,LH82
B73,PHG35
PHG39,PHN82
F42,H95
CG108,CG102
PHG39,PHM49
LH82,CGR01
CG65,CG108
CG110,LH82
WF9,H95
PHW52,PHN82
CG108,CG111
CG102,CG60
CG118,CGR03
LH74,TX205
LH74,PHG35
CG108,LH162
LH74,PHM49
PHW52,TX205
CG119,LH82
PHW52,PHG35
M0077,LH185
M0317,LH185
M0101,LH185
M0143,LH185
M0058,LH185
M0041,LH185
M0099,LH185
M0325,LH185
M0154,LH185
M0346,LH185
M0114,LH185
M0085,LH185
M0172,LH185
M0106,LH185
M0008,LH185
M0045,LH185
M0163,LH185
M0039,LH185
M0012,LH185
M0266,LH185
M0311,LH185
M0075,LH185
M0088,LH185
M0355,LH185
M0014,LH185
M0269,LH185
M0022,LH185
M0296,LH185
M0297,LH185
M0052,LH185
M0272,LH185
M0186,LH185
M0369,LH185
M0159,LH185
M0042,LH185
M0118,LH185
M0352,LH185
M0378,LH185
M0323,LH185
M0151,LH185
M0083,LH185
M0003,LH185
M0028,LH185
M0287,LH185
M0027,LH185
M0051,LH185
M0035,LH185
M0001,LH185
M0076,LH185
M0030,LH185
PB80,LH185
W10005_0037,LH185
TX130 RP,LH185
LH195,LH185
W10004_0076,LH185
W10005_0107,LH185
W10004_0032,LH185
CG120,LH185
CGR03,LH185
W10005_0220,LH185
TX204,LH185
W10005_0147,LH185
W10005_0029,LH185
TX772W,LH185
TX772W,LH185
TX740,LH185
TX204,LH185
TX772,LH185
CGR01,LH185
CG65,LH185
TX772,LH198
TX772,LH198
TX205,LH198
LH162,LH198
TX714,LH198
TX130 RP,LH198
TX740,LH198
TX303,LH198
Z022E0006,LH185
Z022E0105,LH185
Z022E0017,LH185
Z022E0160,LH185
Z022E0025,LH185
Z022E0121,LH185
Z022E0110,LH185
Z022E0048,LH185
Z022E0077,LH185
Z022E0042,LH185
Z022E0123,LH185
Z022E0166,LH185
Z022E0130,LH185
Z022E0051,LH185
Z022E0023,LH185
Z022E0073,LH185
Z022E0142,LH185
Z022E0108,LH185
Z022E0097,LH185
Z022E0046,LH185
Z022E0095,LH185
Z022E0059,LH185
Z022E0003,LH185
Z022E0114,LH185
Z022E0149,LH185
Z022E0027,LH185
Z022E0005,LH185
Z022E0053,LH185
Z022E0008,LH185
Z022E0009,LH185
Z013E0063,LH185
Z013E0045,LH185
Z013E0082,LH185
Z013E0039,LH185
Z013E0056,LH185
Z013E0046,LH185
Z013E0090,LH185
Z013E0078,LH185
Z013E0028,LH185
Z013E0002,LH185
Z013E0067,LH185
Z013E0037,LH185
Z013E0006,LH185
Z013E0087,LH185
Z013E0080,LH185
Z013E0036,LH185
Z013E0014,LH185
Z013E0073,LH185
Z013E0055,LH185
Z013E0072,LH185
Z013E0022,LH185
Z013E0020,LH185
Z013E0079,LH185
Z013E0093,LH185
Z013E0026,LH185
Z013E0007,LH185
Z013E0059,LH185
Z013E0052,LH185
Z013E0032,LH185
Z013E0034,LH185
MOG_OH43_0439,LH198
PHN11_PHW65_0312,LH198
PHN11_LH145_0028,LH198
B73_NC230-041-1-1-1-1,LH198
MOG_MO45-085-1-1-1-1-B,LH198
PHN11_LH145_0003,LH198
PHW65_MOG_0293,LH198
MOG_LH145_0173,LH198
PHN11_OH43_0075,LH198
PHN11_PHW65_0275,LH198
PHN11_OH43_0184,LH198
B73_NC230-040-1-1-1-1,LH198
MO44_PHW65_0075,LH198
MOG_OH43_0367,LH198
MO44_LH145_0138,LH198
PHN11_OH43_0088,LH198
MOG_LH145_0038,LH198
MOG_NC230-011-1-1-1-1-B,LH198
PHN11_PHG47_0048,LH198
MOG_MO45-030-1-1-1-1-B,LH198
PHN11_LH145_0085,LH198
PHN11_LH145_0062,LH198
PHN11_PHW65_0294,LH198
MOG_LH123HT-031-1-1-1-1-B,LH198
MO44_PHG47_0125,LH198
B73_NC230-059-1-1-1-1,LH198
MO44_PHW65_0193,LH198
MOG_LH123HT-045-1-1-1-1-B,LH198
MO44_LH145_0127,LH198
MOG_PHG83-090-1-1-1-1-B,LH198
MOG_LH145_0057,LH198
MO44_PHW65_0025,LH198
MO44_LH145_0143,LH198
PHN11_PHW65_0328,LH198
MOG_MO45-071-1-1-1-1-B,LH198
B73_NC230-129-1-1-1-1,LH198
PHW65_MOG_0137,LH198
PHW65_MOG_0176,LH198
MO44_PHW65_0035,LH198
MOG_LH145_0175,LH198
PHN11_PHW65_0359,LH198
MOG_LH145_0162,LH198
PHN11_PHG47_0251,LH198
MO44_PHW65_0126,LH198
PHN11_LH145_0005,LH198
MOG_NC230-183-1-1-1-1-B,LH198
MOG_PHG83-224-1-1-1-1-B,LH198
MOG_MO45-128-1-1-1-1-B,LH198
PHN11_PHG47_0172,LH198
PHN11_PHG47_0390,LH198
MOG_OH43_0170,LH198
MOG_MO45-074-1-1-1-1-B,LH198
MOG_LH123HT-014-1-1-1-1-B,LH198
PHN11_PHW65_0015,LH198
PHN11_PHG47_0388,LH198
PHW65_MOG_0511,LH198
PHN11_OH43_0001,LH198
MO44_PHG47_0072,LH198
PHN11_OH43_0142,LH198
PHN11_OH43_0036,LH198
M0045,LH198
M0001,LH198
M0354,LH198
M0311,LH198
M0028,LH198
M0262,LH198
M0087,LH198
M0369,LH198
M0039,LH198
M0022,LH198
M0317,LH198
M0083,LH198
M0024,LH198
M0143,LH198
M0101,LH198
M0058,LH198
M0061,LH198
M0269,LH198
M0062,LH198
M0015,LH198
M0051,LH198
M0114,LH198
M0287,LH198
M0325,LH198
M0014,LH198
M0326,LH198
M0154,LH198
M0106,LH198
M0296,LH198
M0027,LH198
M0276,LH198
M0172,LH198
M0309,LH198
M0272,LH198
M0346,LH198
M0323,LH198
M0003,LH198
M0266,LH198
M0077,LH198
M0151,LH198
M0085,LH198
M0030,LH198
M0033,LH198
M0012,LH198
M0365,LH198
M0297,LH198
M0041,LH198
M0118,LH198
M0008,LH198
M0186,LH198
M0325,LH198
M0012,LH198
M0311,LH198
M0008,LH198
M0266,LH198
M0087,LH198
M0262,LH198
M0014,LH198
M0297,LH198
M0083,LH198
M0024,LH198
M0154,LH198
W10005_0220,LH198
W10005_0037,LH198
W10005_0147,LH198
W10005_0220,LH198
CG104,LH198
W10005_0107,LH198
W10005_0220,LH198
CGR03,LH198
W10005_0147,LH198
W10005_0029,LH198
M0378,LH185
M0114,LH185
M0154,LH185
M0001,LH185
M0269,LH185
M0003,LH185
M0099,LH185
M0151,LH185
M0030,LH185
M0008,LH185
M0323,LH185
M0172,LH185
M0041,LH185
M0083,LH185
M0027,LH185
M0297,LH185
M0317,LH185
M0352,LH185
M0118,LH185
M0311,LH185
M0346,LH185
M0051,LH185
M0143,LH185
M0266,LH185
M0042,LH185
M0287,LH185
M0186,LH185
M0369,LH185
M0355,LH185
M0106,LH185
M0075,LH185
M0052,LH185
M0077,LH185
M0028,LH185
M0039,LH185
M0058,LH185
M0159,LH185
M0088,LH185
M0014,LH185
M0012,LH185
M0317,LH185
M0101,LH185
M0378,LH185
M0163,LH185
M0325,LH185
M0076,LH185
M0035,LH185
M0296,LH185
M0022,LH185
M0085,LH185
Z013E0082,LH198
Z013E0006,LH198
Z013E0092,LH198
M0326,LH198
Z013E0087,LH198
M0266,LH198
Z013E0093,LH198
M0024,LH198
Z013E0073,LH198
Z013E0028,LH198
Z013E0080,LH198
Z013E0059,LH198
M0008,LH198
M0014,LH198
Z013E0088,LH198
Z013E0007,LH198
M0326,LH198
Z013E0072,LH198
Z013E0055,LH198
Z013E0090,LH198
Z013E0022,LH198
M0309,LH198
Z013E0079,LH198
Z013E0067,LH198
Z013E0063,LH198
Z013E0046,LH198
Z013E0034,LH198
M0024,LH198
Z013E0078,LH198
Z013E0026,LH198
MOG_OH43_0170,LH198
MO44_PHW65_0193,LH198
MOG_LH123HT-045-1-1-1-1-B,LH198
MOG_PHG83-090-1-1-1-1-B,LH198
PHN11_OH43_0184,LH198
MO44_LH145_0138,LH198
MO44_LH145_0138,LH198
MO44_PHW65_0075,LH198
MOG_NC230-183-1-1-1-1-B,LH198
PHN11_OH43_0142,LH198
PHN11_LH145_0003,LH198
B73_NC230-129-1-1-1-1,LH198
PHN11_PHW65_0328,LH198
PHN11_PHW65_0015,LH198
PHN11_OH43_0088,LH198
MO44_LH145_0143,LH198
MOG_LH123HT-031-1-1-1-1-B,LH198
MOG_LH145_0173,LH198
MO44_PHW65_0025,LH198
PHN11_PHW65_0294,LH198
MO44_PHG47_0125,LH198
MO44_LH145_0138,LH198
MO44_PHG47_0072,LH198
MOG_LH145_0057,LH198
PHW65_MOG_0511,LH198
MOG_LH145_0175,LH198
PHN11_PHG47_0172,LH198
MOG_MO45-030-1-1-1-1-B,LH198
PHW65_MOG_0176,LH198
PHN11_LH145_0085,LH198
PHN11_PHG47_0048,LH198
MO44_LH145_0127,LH198
MOG_PHG83-224-1-1-1-1-B,LH198
MOG_MO45-071-1-1-1-1-B,LH198
PHN11_LH145_0028,LH198
PHW65_MOG_0293,LH198
MOG_OH43_0439,LH198
PHN11_OH43_0001,LH198
M0326,LH198
MOG_LH123HT-014-1-1-1-1-B,LH198
PHN11_PHG47_0251,LH198
MOG_LH145_0038,LH198
PHN11_PHW65_0312,LH198
PHN11_OH43_0075,LH198
MOG_MO45-128-1-1-1-1-B,LH198
PHN11_LH145_0005,LH198
PHN11_LH145_0062,LH198
MOG_NC230-011-1-1-1-1-B,LH198
MO44_LH145_0127,LH198
PHW65_MOG_0137,LH198
B73_NC230-040-1-1-1-1,LH198
PHN11_PHW65_0275,LH198
MO44_PHW65_0035,LH198
MOG_MO45-085-1-1-1-1-B,LH198
PHN11_PHW65_0359,LH198
PHN11_PHG47_0388,LH198
MOG_LH145_0162,LH198
PHN11_PHG47_0390,LH198
MO44_PHW65_0126,LH198
MOG_OH43_0367,LH198
M0369,LH198
M0083,LH198
M0317,LH198
M0033,LH198
M0014,LH198
M0024,LH198
M0143,LH198
M0266,LH198
M0346,LH198
M0151,LH198
M0326,LH198
M0325,LH198
M0087,LH198
M0323,LH198
M0062,LH198
M0008,LH198
M0154,LH198
M0045,LH198
M0077,LH198
M0311,LH198
M0027,LH198
M0287,LH198
M0012,LH198
M0003,LH198
M0051,LH198
M0309,LH198
M0028,LH198
M0365,LH198
M0039,LH198
M0083,LH198
M0186,LH198
M0276,LH198
M0114,LH198
M0172,LH198
M0015,LH198
M0262,LH198
M0272,LH198
M0022,LH198
M0085,LH198
M0106,LH198
M0269,LH198
M0296,LH198
M0297,LH198
M0030,LH198
M0061,LH198
M0041,LH198
M0354,LH198
M0058,LH198
M0118,LH198
M0101,LH198
TX772W,LH185
W10005_0107,LH185
TX204,LH185
TX130 RP,LH185
LH195,LH185
TX772,LH185
W10004_0076,LH185
TX772W,LH185
TX740,LH185
PB80,LH185
W10005_0107,LH185
CG120,LH185
W10004_0032,LH185
CG65,LH185
TX204,LH185
W10005_0037,LH185
W10005_0037,LH185
CGR01,LH185
M0326,LH198
TX772,LH198
TX740,LH198
LH162,LH198
TX740,LH198
TX303,LH198
MOG_LH145_0173,LH185
MOG_NC230-183-1-1-1-1-B,LH185
PHN11_OH43_0001,LH185
PHN11_OH43_0142,LH185
MO44_PHW65_0025,LH185
MOG_LH123HT-200-1-1-1-1-B,LH185
PHN11_OH43_0036,LH185
MOG_LH123HT-199-1-1-1-1-B,LH185
MO44_LH145_0138,LH185
PHW65_MOG_0012,LH185
MOG_LH123HT-074-1-1-1-1-B,LH185
MOG_OH43_0170,LH185
PHW65_MOG_0137,LH185
PHW65_MOG_0271,LH185
PHN11_LH145_0003,LH185
MOG_PHG83-090-1-1-1-1-B,LH185
MOG_MO45-030-1-1-1-1-B,LH185
MOG_PHG83-014-1-1-1-1-B,LH185
PHN11_PHG47_0251,LH185
MOG_LH145_0162,LH185
MOG_OH43_0367,LH185
PHN11_PHW65_0359,LH185
PHW65_MOG_0176,LH185
MO44_PHG47_0072,LH185
MOG_LH123HT-045-1-1-1-1-B,LH185
MOG_OH43_0439,LH185
MOG_OH43_0416,LH185
MO44_PHW65_0035,LH185
PHN11_LH145_0062,LH185
MO44_PHW65_0126,LH185
MOG_PHG83-224-1-1-1-1-B,LH185
MOG_MO45-085-1-1-1-1-B,LH185
B73_NC230-059-1-1-1-1,LH185
MOG_LH123HT-014-1-1-1-1-B,LH185
MOG_LH123HT-199-1-1-1-1-B,LH185
B73_NC230-129-1-1-1-1,LH185
MO44_PHW65_0035,LH185
PHN11_PHG47_0388,LH185
PHN11_LH145_0028,LH185
MOG_MO45-074-1-1-1-1-B,LH185
B73_NC230-129-1-1-1-1,LH185
B73_NC230-059-1-1-1-1,LH185
MOG_OH43_0071,LH185
PHN11_PHW65_0015,LH185
PHW65_MOG_0137,LH185
MOG_OH43_0367,LH185
PHN11_OH43_0088,LH185
MO44_PHW65_0193,LH185
B73_NC230-041-1-1-1-1,LH185
PHN11_LH145_0005,LH185
MOG_LH123HT-031-1-1-1-1-B,LH185
B73_NC230-129-1-1-1-1,LH185
PHN11_PHW65_0275,LH185
MOG_LH145_0175,LH185
MOG_MO45-128-1-1-1-1-B,LH185
PHN11_OH43_0075,LH185
PHN11_LH145_0085,LH185
PHN11_LH145_0003,LH185
MOG_OH43_0071,LH185
MOG_LH145_0175,LH185
Z013E0052,LH185
Z013E0067,LH185
Z013E0055,LH185
Z013E0046,LH185
Z013E0020,LH185
Z013E0059,LH185
Z013E0080,LH185
Z013E0028,LH185
Z013E0082,LH185
Z013E0093,LH185
Z013E0007,LH185
Z013E0026,LH185
Z013E0002,LH185
Z013E0028,LH185
Z013E0014,LH185
Z013E0090,LH185
Z013E0078,LH185
Z013E0072,LH185
Z013E0063,LH185
Z013E0078,LH185
Z013E0034,LH185
Z013E0056,LH185
Z013E0045,LH185
Z013E0080,LH185
Z013E0006,LH185
Z013E0034,LH185
Z013E0022,LH185
Z013E0093,LH185
Z013E0087,LH185
Z013E0039,LH185
CG119,LH82
CG102,CG60
CG44,LH162
CG44,CGR03
CG108,LH82
F42,OH43
CG60,CG111
PHG39,PHN82
PHG39,PHG35
WF9,C103
LH82,LH198
CG65,LH82
CG119,CG44
PHW52,TX205
B73,PHM49
B73,PHG35
F42,MO17
LH195,REDEAR-B
CG108,CG110
CG44,CG110
CG110,LH82
F42,H95
B73,MO17
CG44,CGR01
B37,H95
CG60,CG110
CG108,CG102
CG65,CG108
LH198,CGR01
CG118,CGR03
LH162,CG60
B37,OH43
B14A,H95
B14A,OH43
CG108,CGR01
LH132,LH51
B14A,MO17
CGR03,LH82
B73,PHN82
LH74,TX205
CG118,CG44
CG119,CG108
LH74,PHG35
PHW52,PHG35
WF9,MO17
LH82,CG60
PHW52,PHN82
LH82,CGR01
B37,MO17
B37,C103
WF9,OH43
PHG39,PHM49
CG102,LH82
CG108,CG111
CG118,CGR01
WF9,H95
LH74,PHN82
CG108,LH162
B73,TX205
PHW52,PHM49
LH74,PHM49
CG108,CGR03
PHG39,TX205
Z022E0108,LH198
Z022E0059,LH198
Z022E0048,LH198
Z022E0134,LH198
Z022E0097,LH198
Z022E0020,LH198
Z022E0077,LH198
Z022E0044,LH198
Z022E0166,LH198
Z022E0079,LH198
Z022E0005,LH198
Z022E0008,LH198
Z022E0072,LH198
Z022E0073,LH198
Z022E0105,LH198
Z022E0114,LH198
Z022E0005,LH198
M0118,LH198
Z022E0048,LH198
Z022E0025,LH198
Z022E0027,LH198
Z022E0053,LH198
Z022E0110,LH198
Z022E0142,LH198
Z022E0050,LH198
Z022E0123,LH198
Z022E0160,LH198
Z022E0017,LH198
Z022E0023,LH198
Z022E0073,LH198
Z022E0048,LH185
Z022E0042,LH185
Z022E0149,LH185
Z022E0123,LH185
Z022E0017,LH185
Z022E0027,LH185
Z022E0095,LH185
Z022E0023,LH185
Z022E0095,LH185
Z022E0097,LH185
Z022E0142,LH185
Z022E0130,LH185
Z022E0051,LH185
Z022E0114,LH185
Z022E0008,LH185
Z022E0077,LH185
Z022E0166,LH185
Z022E0009,LH185
Z022E0073,LH185
Z022E0046,LH185
Z022E0025,LH185
Z022E0105,LH185
Z022E0121,LH185
Z022E0053,LH185
Z022E0005,LH185
Z022E0003,LH185
Z022E0006,LH185
Z022E0059,LH185
Z022E0160,LH185
Z022E0108,LH185
Z013E0046,PB80
Z013E0078,PB80
Z013E0022,PB80
Z013E0032,PB80
Z013E0027,PB80
Z013E0012,PB80
Z013E0111,PB80
Z013E0021,PB80
Z013E0069,PB80
Z013E0073,PB80
Z013E0026,PB80
Z013E0019,PB80
Z013E0016,PB80
Z013E0044,PB80
Z013E0062,PB80
Z013E0007,PB80
Z013E0003,PB80
Z022E0017,PB80
Z013E0066,PB80
Z013E0062,PB80
Z013E0042,PB80
Z013E0087,PB80
ARGNETINE FLINTY COMPOSITE-C(1)-37-B-B-B2-1-B25,LH195
PHB47,LH195
W10004_0227,LH195
TX303,LH195
W10004_0097,LH195
W10005_0111,PB80
LH212HT,PB80
LH59,PB80
LH51,PB80
PHZ51,PB80
PHB47,PB80
LH57,PB80
TX303,PB80
PHV63,PB80
TX736((TX772XT246)XTX772)-1-5....,PB80
W10004_0032,PB80
PHV63,PB80
???TX205,PB80
LH61,PB80
Z022E0155,LH195
Z022E0017,LH195
Z022E0110,LH195
Z022E0077,LH195
Z022E0108,LH195
Z022E0073,LH195
Z022E0095,LH195
Z022E0048,LH195
Z022E0097,LH195
Z022E0121,LH195
Z022E0050,PB80
Z022E0036,PB80
Z022E0072,PB80
Z022E0083,PB80
Z022E0016,PB80
Z022E0059,PB80
Z022E0094,PB80
Z022E0155,PB80
Z022E0123,PB80
Z022E0006,PB80
Z022E0051,PB80
Z022E0029,PB80
Z022E0023,PB80
Z022E0005,PB80
Z022E0147,PB80
Z022E0121,PB80
Z022E0178,PB80
Z022E0025,PB80
Z022E0060,PB80
Z013E0026,LH195
Z013E0022,LH195
Z013E0074,LH195
Z013E0062,LH195
Z013E0037,LH195
Z013E0027,LH195
Z013E0047,LH195
Z013E0012,LH195
Z013E0088,LH195
Z013E0044,LH195
Z013E0021,LH195
Z013E0046,LH195
Z013E0019,LH195
PHN11_PHG47_0390,PB80
PHN11_OH43_0001,PB80
MOG_PHG83-090-1-1-1-1-B,PB80
MOG_LH123HT-093-1-1-1-1-B,PB80
B73_NC230-128-1-1-1-1,PB80
MOG_MO45-085-1-1-1-1-B,PB80
MOG_NC230-008-1-1-1-1-B,PB80
PHW65_MOG_0176,PB80
PHN11_OH43_0215,PB80
PHN11_OH43_0075,PB80
MOG_PHG83-069-1-1-1-1-B,PB80
MOG_MO45-078-1-1-1-1-B,PB80
MOG_NC230-010-1-1-1-1-B,PB80
PHW65_MOG_0012,PB80
B73_NC230-041-1-1-1-1,PB80
MOG_MO45-054-1-1-1-1-B,PB80
MOG_OH43_0402,PB80
MOG_PHG83-129-1-1-1-1-B,PB80
MOG_LH123HT-059-1-1-1-1-B,PB80
MOG_MO45-074-1-1-1-1-B,PB80
PHN11_PHW65_0275,PB80
MOG_PHG83-224-1-1-1-1-B,PB80
MOG_NC230-028-1-1-1-1-B,PB80
PHN11_OH43_0142,PB80
PHN11_PHW65_0237,PB80
MOG_MO45-071-1-1-1-1-B,PB80
PHN11_PHW65_0359,PB80
MOG_OH43_0300,PB80
MOG_LH145_0006,PB80
MOG_NC230-043-1-1-1-1-B,PB80
MOG_MO45-030-1-1-1-1-B,PB80
B73_NC230-127-1-1-1-1,PB80
MOG_MO45-055-1-1-1-1-B,PB80
MOG_LH123HT-200-1-1-1-1-B,PB80
MOG_NC230-007-1-1-1-1-B,PB80
MO44_LH145_0081,PB80
MOG_NC230-009-1-1-1-1-B,PB80
MOG_NC230-183-1-1-1-1-B,PB80
MOG_MO45-139-1-1-1-1-B,PB80
MOG_LH145_0175,PB80
PHN11_OH43_0045,PB80
PHN11_PHW65_0065,PB80
PHW65_MOG_0311,PB80
MOG_LH145_0163,PB80
MOG_LH145_0173,PB80
MOG_MO45-045-1-1-1-1-B,PB80
MOG_OH43_0179,PB80
MOG_MO45-128-1-1-1-1-B,PB80
MOG_OH43_0439,PB80
M0077,LH198
M0118,LH198
M0151,LH198
M0269,LH198
M0186,LH198
M0326,LH198
M0287,LH198
M0143,LH198
M0041,LH198
M0346,LH198
M0051,LH198
M0317,LH198
M0323,LH198
M0354,LH198
M0085,LH198
M0066,LH195
M0001,LH195
M0099,LH195
M0325,LH195
M0154,LH195
M0058,LH195
M0326,LH195
M0143,LH195
M0057,LH195
M0317,LH195
M0007,LH195
M0033,LH195
M0010,LH195
M0039,LH195
M0382,LH195
M0015,LH195
M0164,LH195
M0321,LH195
PHN11_PHW65_0101,LH195
MOG_PHG83-014-1-1-1-1-B,LH195
PHN11_PHW65_0237,LH195
MOG_MO45-030-1-1-1-1-B,LH195
PHN11_PHW65_0294,LH195
PHN11_PHG47_0048,LH195
MOG_OH43_0300,LH195
MOG_MO45-074-1-1-1-1-B,LH195
MOG_LH123HT-059-1-1-1-1-B,LH195
PHN11_PHG47_0172,LH195
PHN11_PHW65_0015,LH195
PHW65_MOG_0271,PB80
PHN11_OH43_0190,LH195
MOG_LH145_0057,PB80
MOG_PHG83-090-1-1-1-1-B,LH195
PHW65_MOG_0029,LH195
PHN11_PHG47_0388,LH195
MOG_MO45-085-1-1-1-1-B,LH195
B73_NC230-126-1-1-1-1,LH195
MOG_MO45-071-1-1-1-1-B,LH195
B73_NC230-129-1-1-1-1,LH195
PHN11_LH145_0029,PB80
PHN11_PHW65_0359,LH195
MO44_LH145_0138,LH195
PHN11_PHG47_0251,LH195
MOG_LH145_0131,LH195
MOG_MO45-054-1-1-1-1-B,LH195
B73_NC230-128-1-1-1-1,LH195
MOG_NC230-009-1-1-1-1-B,LH195
PHN11_OH43_0142,LH195
PHN11_PHG47_0287,LH195
PHN11_PHW65_0312,LH195
MOG_LH145_0131,LH195
PHN11_PHW65_0328,LH195
PHW65_MOG_0176,LH195
MOG_PHG83-129-1-1-1-1-B,LH195
PHN11_PHW65_0275,LH195
PHN11_PHW65_0065,LH195
PHN11_OH43_0215,LH195
PHN11_PHW65_0323,LH195
MOG_MO45-055-1-1-1-1-B,LH195
MO44_LH145_0143,LH195
B73_NC230-127-1-1-1-1,LH195
MOG_PHG83-129-1-1-1-1-B,LH195
B73_NC230-041-1-1-1-1,LH195
M0033,PB80
M0323,PB80
M0075,PB80
M0031,PB80
M0264,PB80
M0143,PB80
M0016,PB80
M0310,PB80
M0266,PB80
M0328,PB80
M0326,PB80
M0357,PB80
M0325,PB80
M0368,PB80
M0048,PB80
M0039,PB80
M0262,PB80
M0030,PB80
M0369,PB80
M0099,PB80
M0276,PB80
M0014,PB80
M0029,PB80
M0001,PB80
M0008,PB80
M0382,PB80
M0162,PB80
M0007,PB80
M0010,PB80
M0315,PB80
Z013E0026,LH195
Z013E0047,LH195
Z013E0021,LH195
Z013E0012,LH195
Z013E0019,LH195
Z013E0022,LH195
Z013E0046,LH195
Z013E0044,LH195
Z013E0074,LH195
Z013E0027,LH195
Z013E0062,LH195
Z013E0037,LH195
Z013E0088,LH195
M0033,PB80
M0264,PB80
M0008,PB80
M0276,PB80
M0369,PB80
M0357,PB80
M0048,PB80
M0030,PB80
M0266,PB80
M0016,PB80
M0010,PB80
M0039,PB80
M0001,PB80
M0368,PB80
M0162,PB80
M0326,PB80
M0014,PB80
M0315,PB80
M0099,PB80
M0328,PB80
M0382,PB80
M0262,PB80
M0143,PB80
M0007,PB80
M0031,PB80
M0075,PB80
M0325,PB80
M0323,PB80
M0310,PB80
M0029,PB80
PHN11_PHW65_0065,LH195
PHN11_PHW65_0359,LH195
MO44_LH145_0138,LH195
MOG_MO45-054-1-1-1-1-B,LH195
PHN11_PHW65_0323,LH195
MOG_PHG83-129-1-1-1-1-B,LH195
MOG_PHG83-090-1-1-1-1-B,LH195
PHN11_PHW65_0312,LH195
PHN11_PHG47_0287,LH195
MOG_MO45-030-1-1-1-1-B,LH195
PHW65_MOG_0176,LH195
B73_NC230-041-1-1-1-1,LH195
PHN11_OH43_0142,LH195
MOG_MO45-055-1-1-1-1-B,LH195
PHN11_OH43_0215,LH195
MOG_NC230-009-1-1-1-1-B,LH195
B73_NC230-128-1-1-1-1,LH195
MO44_LH145_0143,LH195
PHN11_PHG47_0048,LH195
MOG_MO45-074-1-1-1-1-B,LH195
PHN11_PHG47_0251,LH195
PHN11_PHG47_0172,LH195
PHN11_LH145_0029,PB80
MOG_PHG83-014-1-1-1-1-B,LH195
B73_NC230-129-1-1-1-1,LH195
PHW65_MOG_0029,LH195
MOG_LH145_0131,LH195
PHW65_MOG_0271,PB80
MOG_MO45-071-1-1-1-1-B,LH195
PHN11_PHW65_0328,LH195
PHN11_PHW65_0237,LH195
PHN11_PHW65_0294,LH195
MOG_MO45-085-1-1-1-1-B,LH195
MOG_PHG83-129-1-1-1-1-B,LH195
PHN11_PHG47_0388,LH195
PHN11_PHW65_0015,LH195
PHN11_PHW65_0275,LH195
B73_NC230-126-1-1-1-1,LH195
MOG_OH43_0300,LH195
B73_NC230-127-1-1-1-1,LH195
MOG_LH145_0057,PB80
MOG_LH123HT-059-1-1-1-1-B,LH195
PHN11_PHW65_0101,LH195
PHN11_OH43_0190,LH195
MOG_LH145_0131,LH195
Z022E0073,LH195
Z022E0155,LH195
Z022E0095,LH195
Z022E0110,LH195
Z022E0108,LH195
Z022E0121,LH195
Z022E0077,LH195
Z022E0048,LH195
Z022E0097,LH195
Z022E0017,LH195
ARGNETINE FLINTY COMPOSITE-C(1)-37-B-B-B2-1-B25,LH195
W10004_0227,LH195
W10004_0097,LH195
PHB47,LH195
TX303,LH195
Z022E0178,PB80
Z022E0029,PB80
Z022E0147,PB80
Z022E0094,PB80
Z022E0059,PB80
Z022E0072,PB80
Z022E0005,PB80
Z022E0025,PB80
Z022E0036,PB80
Z022E0121,PB80
Z022E0123,PB80
Z022E0023,PB80
Z022E0083,PB80
Z022E0050,PB80
Z022E0155,PB80
Z022E0060,PB80
Z022E0006,PB80
Z022E0016,PB80
Z022E0051,PB80
M0323,LH198
M0186,LH198
M0354,LH198
M0346,LH198
M0041,LH198
M0326,LH198
M0151,LH198
M0269,LH198
M0118,LH198
M0317,LH198
M0143,LH198
M0077,LH198
M0085,LH198
M0287,LH198
M0051,LH198
Z013E0021,PB80
Z013E0016,PB80
Z013E0069,PB80
Z013E0032,PB80
Z013E0073,PB80
